75.0000	48	64
75.0000	51	68
75.0000	54	72
75.0000	57	76
75.0000	60	80
75.0000	63	84
75.0000	66	88
75.0000	6	8
75.0000	69	92
75.0000	72	96
75.0000	75	100
75.0000	9	12
76.0000	19	25
76.0000	38	50
76.0000	57	75
76.0000	76	100
77.0000	77	100
78.0000	39	50
78.0000	78	100
79.0000	79	100
80.0000	12	15
80.0000	16	20
80.0000	20	25
80.0000	24	30
80.0000	28	35
80.0000	32	40
80.0000	36	45
80.0000	40	50
80.0000	44	55
80.0000	4	5
80.0000	48	60
80.0000	52	65
80.0000	56	70
80.0000	60	75
80.0000	64	80
80.0000	68	85
80.0000	72	90
80.0000	76	95
80.0000	80	100
80.0000	8	10
81.0000	81	100
81.0811	30	37
81.0811	60	74
82.0000	41	50
82.0000	82	100
83.0000	83	100
84.0000	21	25
84.0000	42	50
84.0000	63	75
84.0000	84	100
85.0000	17	20
85.0000	34	40
85.0000	51	60
85.0000	68	80
85.0000	85	100
86.0000	43	50
86.0000	86	100
88.0000	22	25
88.0000	44	50
88.0000	66	75
88.0000	88	100
89.0000	89	100
90.0000	18	20
90.0000	27	30
90.0000	36	40
90.0000	45	50
90.0000	54	60
90.0000	63	70
90.0000	72	80
90.0000	81	90
90.0000	90	100
90.0000	9	10
91.0000	91	100
92.0000	23	25
92.0000	46	50
92.0000	69	75
92.0000	92	100
95.0000	19	20
95.0000	38	40
95.0000	57	60
95.0000	76	80
95.0000	95	100
97.0000	97	100
99.0000	99	100
